0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.975000000000000000e+01,2.500000000000000000e-01,0.000000000000000000e+00
2.000000000000000000e+00,9.915000000000000568e+01,8.000000000000000444e-01,5.000000000000000278e-02
3.000000000000000000e+00,9.875000000000000000e+01,1.199999999999999956e+00,5.000000000000000278e-02
4.000000000000000000e+00,9.834999999999999432e+01,1.600000000000000089e+00,5.000000000000000278e-02
5.000000000000000000e+00,9.804999999999999716e+01,1.850000000000000089e+00,1.000000000000000056e-01
6.000000000000000000e+00,9.784999999999999432e+01,1.949999999999999956e+00,2.000000000000000111e-01
7.000000000000000000e+00,9.759999999999999432e+01,2.149999999999999911e+00,2.500000000000000000e-01
8.000000000000000000e+00,9.720000000000000284e+01,2.549999999999999822e+00,2.500000000000000000e-01
9.000000000000000000e+00,9.700000000000000000e+01,2.750000000000000000e+00,2.500000000000000000e-01
1.000000000000000000e+01,9.645000000000000284e+01,3.299999999999999822e+00,2.500000000000000000e-01
1.100000000000000000e+01,9.579999999999999716e+01,3.850000000000000089e+00,3.499999999999999778e-01
1.200000000000000000e+01,9.529999999999999716e+01,4.349999999999999645e+00,3.499999999999999778e-01
1.300000000000000000e+01,9.515000000000000568e+01,4.400000000000000355e+00,4.500000000000000111e-01
1.400000000000000000e+01,9.479999999999999716e+01,4.750000000000000000e+00,4.500000000000000111e-01
1.500000000000000000e+01,9.420000000000000284e+01,5.299999999999999822e+00,5.000000000000000000e-01
1.600000000000000000e+01,9.370000000000000284e+01,5.650000000000000355e+00,6.500000000000000222e-01
1.700000000000000000e+01,9.325000000000000000e+01,6.049999999999999822e+00,6.999999999999999556e-01
1.800000000000000000e+01,9.295000000000000284e+01,6.299999999999999822e+00,7.500000000000000000e-01
1.900000000000000000e+01,9.240000000000000568e+01,6.799999999999999822e+00,8.000000000000000444e-01
2.000000000000000000e+01,9.200000000000000000e+01,7.150000000000000355e+00,8.499999999999999778e-01
2.100000000000000000e+01,9.165000000000000568e+01,7.450000000000000178e+00,9.000000000000000222e-01
2.200000000000000000e+01,9.145000000000000284e+01,7.549999999999999822e+00,1.000000000000000000e+00
2.300000000000000000e+01,9.109999999999999432e+01,7.700000000000000178e+00,1.199999999999999956e+00
2.400000000000000000e+01,9.079999999999999716e+01,8.000000000000000000e+00,1.199999999999999956e+00
2.500000000000000000e+01,9.050000000000000000e+01,8.250000000000000000e+00,1.250000000000000000e+00
2.600000000000000000e+01,9.015000000000000568e+01,8.500000000000000000e+00,1.350000000000000089e+00
2.700000000000000000e+01,8.990000000000000568e+01,8.650000000000000355e+00,1.449999999999999956e+00
2.800000000000000000e+01,8.959999999999999432e+01,8.900000000000000355e+00,1.500000000000000000e+00
2.900000000000000000e+01,8.904999999999999716e+01,9.400000000000000355e+00,1.550000000000000044e+00
3.000000000000000000e+01,8.840000000000000568e+01,9.900000000000000355e+00,1.699999999999999956e+00
3.100000000000000000e+01,8.809999999999999432e+01,1.005000000000000071e+01,1.850000000000000089e+00
3.200000000000000000e+01,8.784999999999999432e+01,1.025000000000000000e+01,1.899999999999999911e+00
3.300000000000000000e+01,8.734999999999999432e+01,1.059999999999999964e+01,2.049999999999999822e+00
3.400000000000000000e+01,8.709999999999999432e+01,1.069999999999999929e+01,2.200000000000000178e+00
3.500000000000000000e+01,8.665000000000000568e+01,1.109999999999999964e+01,2.250000000000000000e+00
3.600000000000000000e+01,8.620000000000000284e+01,1.130000000000000071e+01,2.500000000000000000e+00
3.700000000000000000e+01,8.590000000000000568e+01,1.140000000000000036e+01,2.700000000000000178e+00
3.800000000000000000e+01,8.565000000000000568e+01,1.165000000000000036e+01,2.700000000000000178e+00
3.900000000000000000e+01,8.534999999999999432e+01,1.190000000000000036e+01,2.750000000000000000e+00
4.000000000000000000e+01,8.504999999999999716e+01,1.209999999999999964e+01,2.850000000000000089e+00
4.100000000000000000e+01,8.454999999999999716e+01,1.250000000000000000e+01,2.950000000000000178e+00
4.200000000000000000e+01,8.420000000000000284e+01,1.269999999999999929e+01,3.100000000000000089e+00
4.300000000000000000e+01,8.384999999999999432e+01,1.290000000000000036e+01,3.250000000000000000e+00
4.400000000000000000e+01,8.365000000000000568e+01,1.305000000000000071e+01,3.299999999999999822e+00
4.500000000000000000e+01,8.340000000000000568e+01,1.315000000000000036e+01,3.450000000000000178e+00
4.600000000000000000e+01,8.300000000000000000e+01,1.340000000000000036e+01,3.600000000000000089e+00
4.700000000000000000e+01,8.290000000000000568e+01,1.340000000000000036e+01,3.700000000000000178e+00
4.800000000000000000e+01,8.259999999999999432e+01,1.365000000000000036e+01,3.750000000000000000e+00
4.900000000000000000e+01,8.229999999999999716e+01,1.375000000000000000e+01,3.950000000000000178e+00
5.000000000000000000e+01,8.204999999999999716e+01,1.394999999999999929e+01,4.000000000000000000e+00
5.100000000000000000e+01,8.179999999999999716e+01,1.409999999999999964e+01,4.099999999999999645e+00
5.200000000000000000e+01,8.159999999999999432e+01,1.419999999999999929e+01,4.200000000000000178e+00
5.300000000000000000e+01,8.109999999999999432e+01,1.455000000000000071e+01,4.349999999999999645e+00
5.400000000000000000e+01,8.075000000000000000e+01,1.480000000000000071e+01,4.450000000000000178e+00
5.500000000000000000e+01,8.045000000000000284e+01,1.500000000000000000e+01,4.549999999999999822e+00
5.600000000000000000e+01,8.004999999999999716e+01,1.519999999999999929e+01,4.750000000000000000e+00
5.700000000000000000e+01,7.995000000000000284e+01,1.525000000000000000e+01,4.799999999999999822e+00
5.800000000000000000e+01,7.954999999999999716e+01,1.559999999999999964e+01,4.849999999999999645e+00
5.900000000000000000e+01,7.934999999999999432e+01,1.550000000000000000e+01,5.150000000000000355e+00
6.000000000000000000e+01,7.915000000000000568e+01,1.555000000000000071e+01,5.299999999999999822e+00
6.100000000000000000e+01,7.865000000000000568e+01,1.590000000000000036e+01,5.450000000000000178e+00
6.200000000000000000e+01,7.845000000000000284e+01,1.590000000000000036e+01,5.650000000000000355e+00
6.300000000000000000e+01,7.804999999999999716e+01,1.614999999999999858e+01,5.799999999999999822e+00
6.400000000000000000e+01,7.775000000000000000e+01,1.625000000000000000e+01,6.000000000000000000e+00
