0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.979999999999999716e+01,2.000000000000000111e-01,0.000000000000000000e+00,9.960079893439915111e+01,3.970149439183294215e-01,2.186121682512975894e-03
2.000000000000000000e+00,9.925000000000000000e+01,7.500000000000000000e-01,0.000000000000000000e+00,9.920319148370607820e+01,7.881191053731159135e-01,8.689410920808882111e-03
3.000000000000000000e+00,9.884999999999999432e+01,1.149999999999999911e+00,0.000000000000000000e+00,9.880717128619305356e+01,1.173400484450667802e+00,1.942822935627930292e-02
4.000000000000000000e+00,9.840000000000000568e+01,1.600000000000000089e+00,0.000000000000000000e+00,9.841273200552851108e+01,1.552945771086700955e+00,3.432222338479107293e-02
5.000000000000000000e+00,9.800000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,9.801986733067552393e+01,1.926840364571923869e+00,5.329230475254576049e-02
6.000000000000000000e+00,9.759999999999999432e+01,2.399999999999999911e+00,0.000000000000000000e+00,9.762857097579093590e+01,2.295168392767248378e+00,7.626063144181216558e-02
7.000000000000000000e+00,9.715000000000000568e+01,2.750000000000000000e+00,1.000000000000000056e-01,9.723883668012470594e+01,2.658012731032917131e+00,1.031505888423822626e-01
8.000000000000000000e+00,9.659999999999999432e+01,3.299999999999999822e+00,1.000000000000000056e-01,9.685065820791976421e+01,3.015455020875800862e+00,1.338867712044304881e-01
9.000000000000000000e+00,9.609999999999999432e+01,3.799999999999999822e+00,1.000000000000000056e-01,9.646402934831230880e+01,3.367575688319082161e+00,1.683949633686125935e-01
1.000000000000000000e+01,9.600000000000000000e+01,3.899999999999999911e+00,1.000000000000000056e-01,9.607894391523231548e+01,3.714453961998458453e+00,2.066021227692260709e-01
1.100000000000000000e+01,9.550000000000000000e+01,4.349999999999999645e+00,1.499999999999999944e-01,9.569539574730467280e+01,4.056167890988910507e+00,2.484363617064104801e-01
1.200000000000000000e+01,9.504999999999999716e+01,4.750000000000000000e+00,2.000000000000000111e-01,9.531337870775047350e+01,4.392794362366080563e+00,2.938269298834512711e-01
