0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000142e+02,0.000000000000000000e+00,-1.065814103640150279e-14
1.000000000000000000e+00,9.940000000000000568e+01,5.999999999999999778e-01,0.000000000000000000e+00,9.960080620751134006e+01,3.970149439183294215e-01,2.178848570327573952e-03
2.000000000000000000e+00,9.895000000000000284e+01,1.050000000000000044e+00,0.000000000000000000e+00,9.920324919126589691e+01,7.881191053731159135e-01,8.631703360993725482e-03
3.000000000000000000e+00,9.854999999999999716e+01,1.399999999999999911e+00,5.000000000000000278e-02,9.880736445300182424e+01,1.173400484450667802e+00,1.923506254751217170e-02
4.000000000000000000e+00,9.820000000000000284e+01,1.699999999999999956e+00,1.000000000000000056e-01,9.841318613356304468e+01,1.552945771086700955e+00,3.386809535026102935e-02
5.000000000000000000e+00,9.765000000000000568e+01,2.299999999999999822e+00,5.000000000000000278e-02,9.802074704473156430e+01,1.926840364571923869e+00,5.241259069650894276e-02
6.000000000000000000e+00,9.734999999999999432e+01,2.600000000000000089e+00,5.000000000000000278e-02,9.763007870042596892e+01,2.295168392767248378e+00,7.475290680678270405e-02
7.000000000000000000e+00,9.704999999999999716e+01,2.899999999999999911e+00,5.000000000000000278e-02,9.724121134727573690e+01,2.658012731032917131e+00,1.007759216913548528e-01
8.000000000000000000e+00,9.659999999999999432e+01,3.299999999999999822e+00,1.000000000000000056e-01,9.685417399458457055e+01,3.015455020875800862e+00,1.303709845396276990e-01
9.000000000000000000e+00,9.609999999999999432e+01,3.700000000000000178e+00,2.000000000000000111e-01,9.646899444369306309e+01,3.367575688319082161e+00,1.634298679878618543e-01
1.000000000000000000e+01,9.600000000000000000e+01,3.700000000000000178e+00,2.999999999999999889e-01,9.608569931675212672e+01,3.714453961998458453e+00,1.998467212494183798e-01
1.100000000000000000e+01,9.565000000000000568e+01,4.000000000000000000e+00,3.499999999999999778e-01,9.570431408491860736e+01,4.056167890988910507e+00,2.395180240924794646e-01
1.200000000000000000e+01,9.509999999999999432e+01,4.549999999999999822e+00,3.499999999999999778e-01,9.532486309598212415e+01,4.392794362366080563e+00,2.823425416518041686e-01
1.300000000000000000e+01,9.465000000000000568e+01,5.000000000000000000e+00,3.499999999999999778e-01,9.494736960143573867e+01,4.724409118506176064e+00,3.282212800580914802e-01
1.400000000000000000e+01,9.415000000000000568e+01,5.450000000000000178e+00,4.000000000000000222e-01,9.457185578299917950e+01,5.051086774128345169e+00,3.770574428724735583e-01
1.500000000000000000e+01,9.375000000000000000e+01,5.750000000000000000e+00,5.000000000000000000e-01,9.419834277860587690e+01,5.372900833083278371e+00,4.287563883108482798e-01
1.600000000000000000e+01,9.354999999999999716e+01,5.900000000000000355e+00,5.500000000000000444e-01,9.382685070786237702e+01,5.689923704891907796e+00,4.832255872457160706e-01
1.700000000000000000e+01,9.309999999999999432e+01,6.299999999999999822e+00,5.999999999999999778e-01,9.345739869699198721e+01,6.002226721037841273e+00,5.403745819701732955e-01
1.800000000000000000e+01,9.254999999999999716e+01,6.849999999999999645e+00,5.999999999999999778e-01,9.309000490326985755e+01,6.309880151017249972e+00,6.001149457128924780e-01
